State,District Name,Market
Kerala,Kottayam,Thalayolaparambu
Kerala,Kottayam,Kanjirappally
Kerala,Kottayam,Pala
Kerala,Kozhikode(Calicut),Kallachi
Kerala,Kozhikode(Calicut),Perambra
Kerala,Kozhikode(Calicut),Thamarassery
Kerala,Kozhikode(Calicut),Mukkom
Kerala,Kozhikode(Calicut),Quilandy
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode)
Kerala,Kozhikode(Calicut),Palayam
Kerala,Malappuram,Kondotty
Kerala,Malappuram,Manjeri
Kerala,Malappuram,Perinthalmanna
Kerala,Malappuram,Kottakkal
Kerala,Malappuram,Parappanangadi
Kerala,Malappuram,Thirurrangadi
Kerala,Palakad,Elevancheri
Kerala,Palakad,Palakkad
Kerala,Palakad,Vadakkenchery
Kerala,Palakad,Koduvayoor
Kerala,Palakad,Pattambi
Kerala,Palakad,Vithinasserri
Kerala,Palakad,Kollengode
Kerala,Palakad,vadakarapathy
Kerala,Pathanamthitta,Ezhamkulam
Kerala,Pathanamthitta,Pandalam
Kerala,Pathanamthitta,Puramattom
Kerala,Pathanamthitta,Kuttoor
Kerala,Pathanamthitta,Parakkodu
Kerala,Pathanamthitta,Ranniangadi
Kerala,Pathanamthitta,Omalloor
Kerala,Thirssur,Chalakudy
Kerala,Thirssur,Kodungalloor
Kerala,Thirssur,Pazhayannur
Kerala,Thirssur,Chavakkad
Kerala,Thirssur,Mattathur
Kerala,Thirssur,Thrissur
Kerala,Thirssur,Chelakkara
Kerala,Thirssur,Pariyaram
Kerala,Thirssur,Wadakkanchery
Kerala,Thirssur,Irinjalakkuda
Kerala,Thirssur,Pavaratty
Kerala,Thiruvananthapuram,Anyara(EEC)
Kerala,Thiruvananthapuram,Kattakada
Kerala,Thiruvananthapuram,Neyyatinkara
Kerala,Thiruvananthapuram,Aralamoodu
Kerala,Thiruvananthapuram,Kunnathukkal
Kerala,Thiruvananthapuram,Parassala
Kerala,Thiruvananthapuram,Attingal
Kerala,Thiruvananthapuram,Maranelloor
Kerala,Thiruvananthapuram,Pothencode
Kerala,Thiruvananthapuram,Chala
Kerala,Thiruvananthapuram,Nedumangadu
Kerala,Thiruvananthapuram,Vamanapuram
Kerala,Wayanad,Kalpetta
Kerala,Wayanad,Pulpally
Kerala,Wayanad,Sultan bathery
Kerala,Wayanad,Manathavady
Madhya Pradesh,Alirajpur,Alirajpur
Madhya Pradesh,Alirajpur,Alirajpur(F&V)
Madhya Pradesh,Alirajpur,Jobat
Madhya Pradesh,Anupur,Anuppur
Madhya Pradesh,Anupur,Jaithari
Madhya Pradesh,Anupur,Kotma
Madhya Pradesh,Ashoknagar,Ashoknagar
Madhya Pradesh,Ashoknagar,Isagarh
Madhya Pradesh,Ashoknagar,Piprai
Madhya Pradesh,Ashoknagar,Ashoknagar(F&V)
Madhya Pradesh,Ashoknagar,Mungawali
Madhya Pradesh,Ashoknagar,Shadora
Madhya Pradesh,Ashoknagar,Chanderi
Madhya Pradesh,Badwani,Anjad
Madhya Pradesh,Badwani,Balwadi
Madhya Pradesh,Badwani,Sendhwa
Madhya Pradesh,Badwani,Badwani
Madhya Pradesh,Badwani,Khetia
Madhya Pradesh,Balaghat,Balaghat
Madhya Pradesh,Balaghat,Khairlangi
Madhya Pradesh,Balaghat,Praswada
Madhya Pradesh,Balaghat,Balaghat(F&V)
Madhya Pradesh,Balaghat,Lalbarra
Madhya Pradesh,Balaghat,Varaseoni
Madhya Pradesh,Balaghat,Katangi
Madhya Pradesh,Balaghat,Mohgaon
Madhya Pradesh,Betul,Betul
Madhya Pradesh,Betul,Bhensdehi
Madhya Pradesh,Betul,Multai
Madhya Pradesh,Bhind,Alampur
Madhya Pradesh,Bhind,Gohad
Madhya Pradesh,Bhind,Mehgaon
Madhya Pradesh,Bhind,Bhind
Madhya Pradesh,Bhind,Lahar
Madhya Pradesh,Bhind,Mow
Madhya Pradesh,Bhind,Bhind(F&V)
Madhya Pradesh,Bhopal,Berasia
Madhya Pradesh,Bhopal,Bhopal
Madhya Pradesh,Bhopal,Bhopal(F&V)
Madhya Pradesh,Burhanpur,Burhanpur
Madhya Pradesh,Burhanpur,Burhanpur(F&V)
Madhya Pradesh,Chhatarpur,Badamalhera
Madhya Pradesh,Chhatarpur,Chhatarpur
Madhya Pradesh,Chhatarpur,Naugaon
Madhya Pradesh,Chhatarpur,Bakswaha
Madhya Pradesh,Chhatarpur,Harpalpur
Madhya Pradesh,Chhatarpur,Rajnagar
Madhya Pradesh,Chhatarpur,Bijawar
Madhya Pradesh,Chhatarpur,LavKush Nagar(Laundi)
Madhya Pradesh,Chhindwara,Amarwda
Madhya Pradesh,Chhindwara,Chhindwara(F&V)
Madhya Pradesh,Chhindwara,Saunsar
Madhya Pradesh,Chhindwara,Chaurai
Madhya Pradesh,Chhindwara,Pandhurna
Madhya Pradesh,Chhindwara,Saunsar (F&V)
Madhya Pradesh,Chhindwara,Chhindwara
Madhya Pradesh,Chhindwara,Pandhurna(F&V)
Madhya Pradesh,Damoh,Damoh
Madhya Pradesh,Damoh,Hata
Madhya Pradesh,Damoh,Patharia
Madhya Pradesh,Damoh,Damoh(F&V)
Madhya Pradesh,Damoh,Javera
Madhya Pradesh,Datia,Bhander
Madhya Pradesh,Datia,Datia
Madhya Pradesh,Datia,Sevda
Madhya Pradesh,Dewas,Bagli
Madhya Pradesh,Dewas,Haatpipliya
Madhya Pradesh,Dewas,Loharda
Madhya Pradesh,Dewas,Dewas
Madhya Pradesh,Dewas,Kannod
Madhya Pradesh,Dewas,Sonkatch
Madhya Pradesh,Dewas,Dewas(F&V)
Madhya Pradesh,Dewas,Khategaon
Madhya Pradesh,Dhar,Badnawar
Madhya Pradesh,Dhar,Dhar
Madhya Pradesh,Dhar,Kukshi
Madhya Pradesh,Dhar,Badnawar(F&V)
Madhya Pradesh,Dhar,Dhar(F&V)
Madhya Pradesh,Dhar,Manawar
Madhya Pradesh,Dhar,Dhamnod
Madhya Pradesh,Dhar,Gandhwani
Madhya Pradesh,Dhar,Rajgarh
Madhya Pradesh,Dindori,Dindori
Madhya Pradesh,Dindori,Gorakhpur
Madhya Pradesh,Dindori,Shahpura
Madhya Pradesh,Guna,Aron
Madhya Pradesh,Guna,Guna(F&V)
Madhya Pradesh,Guna,Maksudangarh
Madhya Pradesh,Guna,Binaganj
Madhya Pradesh,Guna,Kumbhraj
Madhya Pradesh,Guna,Raghogarh
Madhya Pradesh,Guna,Guna
Madhya Pradesh,Gwalior,Bhitarwar
Madhya Pradesh,Gwalior,Lashkar
Madhya Pradesh,Gwalior,Lashkar(F&V)
Madhya Pradesh,Gwalior,Dabra
Madhya Pradesh,Harda,Harda
Madhya Pradesh,Harda,Khirakiya
Madhya Pradesh,Harda,Timarni
Madhya Pradesh,Harda,Harda(F&V)
Madhya Pradesh,Harda,Sirali
Madhya Pradesh,Hoshangabad,Babai
Madhya Pradesh,Hoshangabad,Hoshangabad
Madhya Pradesh,Hoshangabad,Pipariya
Madhya Pradesh,Hoshangabad,Banapura
Madhya Pradesh,Hoshangabad,Itarsi
Madhya Pradesh,Hoshangabad,Semriharchand
Madhya Pradesh,Hoshangabad,Bankhedi
Madhya Pradesh,Indore,Gautampura
Madhya Pradesh,Indore,Indore(F&V)
Madhya Pradesh,Indore,Sanwer
Madhya Pradesh,Indore,Indore
Madhya Pradesh,Indore,Mhow
Madhya Pradesh,Jabalpur,Jabalpur
Madhya Pradesh,Jabalpur,Shahpura Bhitoni (F&V)
Madhya Pradesh,Jabalpur,Sihora
Madhya Pradesh,Jabalpur,Jabalpur(F&V)
Madhya Pradesh,Jabalpur,Shahpura(Jabalpur)
Madhya Pradesh,Jabalpur,Sihora(F&V)
Madhya Pradesh,Jabalpur,Paatan
Madhya Pradesh,Jhabua,Jhabua
Madhya Pradesh,Jhabua,Petlawad
Madhya Pradesh,Jhabua,Thandla
Madhya Pradesh,Katni,Katni
Madhya Pradesh,Katni,Katni(F&V)
Madhya Pradesh,Khandwa,Harsood
Madhya Pradesh,Khandwa,Khandwa(F&V)
Madhya Pradesh,Khandwa,Pandhana(F&V)
Madhya Pradesh,Khandwa,Khandwa
Madhya Pradesh,Khandwa,Pandhana
Madhya Pradesh,Khargone,Badwaha
Madhya Pradesh,Khargone,Kasrawad
Madhya Pradesh,Khargone,Sanawad
Madhya Pradesh,Khargone,Bhikangaon
Madhya Pradesh,Khargone,Khargone
Madhya Pradesh,Khargone,Segaon
Madhya Pradesh,Khargone,Karhi
Madhya Pradesh,Mandla,Bichhiya
Madhya Pradesh,Mandla,Mandla
Madhya Pradesh,Mandla,Nainpur
Madhya Pradesh,Mandsaur,Bhanpura
Madhya Pradesh,Mandsaur,Mandsaur(F&V)
Madhya Pradesh,Mandsaur,Shamgarh(F&V)
Madhya Pradesh,Mandsaur,Daloda
Madhya Pradesh,Mandsaur,Piplya
Madhya Pradesh,Mandsaur,Sitmau
Madhya Pradesh,Mandsaur,Garoth
Madhya Pradesh,Mandsaur,Shamgarh
Madhya Pradesh,Mandsaur,Suvasra
Madhya Pradesh,Mandsaur,Mandsaur
Madhya Pradesh,Morena,Ambaha
Madhya Pradesh,Morena,Kailaras
Madhya Pradesh,Morena,Porsa
Madhya Pradesh,Morena,Banmorkalan
Madhya Pradesh,Morena,Morena
Madhya Pradesh,Morena,Porsa(F&V)
Madhya Pradesh,Morena,Jora
Madhya Pradesh,Morena,Morena(F&V)
Madhya Pradesh,Morena,Sabalgarh
Madhya Pradesh,Narsinghpur,Gadarwada
Madhya Pradesh,Narsinghpur,Kareli
Madhya Pradesh,Narsinghpur,Tendukheda
Madhya Pradesh,Narsinghpur,Gotegaon
Madhya Pradesh,Narsinghpur,Narsinghpur
Madhya Pradesh,Neemuch,Javad
Madhya Pradesh,Neemuch,Manasa
Madhya Pradesh,Neemuch,Neemuch
Madhya Pradesh,Panna,Ajaygarh
Madhya Pradesh,Panna,Panna
Madhya Pradesh,Panna,Simariya
Madhya Pradesh,Panna,Devandranagar
Madhya Pradesh,Panna,Pawai
Madhya Pradesh,Raisen,Bareli
Madhya Pradesh,Raisen,Obedullaganj
Madhya Pradesh,Raisen,Silvani
Madhya Pradesh,Raisen,Begamganj
Madhya Pradesh,Raisen,Raisen
Madhya Pradesh,Raisen,Udaipura
Madhya Pradesh,Raisen,Gairatganj
Madhya Pradesh,Rajgarh,Biaora
Madhya Pradesh,Rajgarh,Khujner
Madhya Pradesh,Rajgarh,Pachaur
Madhya Pradesh,Rajgarh,Chhapiheda
Madhya Pradesh,Rajgarh,Kurawar
Madhya Pradesh,Rajgarh,Sarangpur
Madhya Pradesh,Rajgarh,Jeerapur
Madhya Pradesh,Rajgarh,Machalpur
Madhya Pradesh,Rajgarh,Suthalia
Madhya Pradesh,Rajgarh,Khilchipur
Madhya Pradesh,Rajgarh,Narsinghgarh
Madhya Pradesh,Ratlam,A lot
Madhya Pradesh,Ratlam,Ratlam
Madhya Pradesh,Ratlam,Sailana
Madhya Pradesh,Ratlam,Jaora
Madhya Pradesh,Ratlam,Ratlam(F&V)
Madhya Pradesh,Ratlam,Taal
Madhya Pradesh,Rewa,Baikunthpur
Madhya Pradesh,Rewa,Hanumana
Madhya Pradesh,Rewa,Rewa
Madhya Pradesh,Rewa,Chaakghat
Madhya Pradesh,Sagar,Bamora
Madhya Pradesh,Sagar,Jaisinagar
Madhya Pradesh,Sagar,Rehli
Madhya Pradesh,Sagar,Banda
Madhya Pradesh,Sagar,Kesli
Madhya Pradesh,Sagar,Sagar
Madhya Pradesh,Sagar,Bina
Madhya Pradesh,Sagar,Khurai
Madhya Pradesh,Sagar,Sagar(F&V)
Madhya Pradesh,Sagar,Deori
Madhya Pradesh,Sagar,Malthone
Madhya Pradesh,Sagar,Shahagarh
Madhya Pradesh,Sagar,Garhakota
Madhya Pradesh,Sagar,Rahatgarh
Madhya Pradesh,Satna,Amarpatan
Madhya Pradesh,Satna,Nagod
Madhya Pradesh,Satna,Satna
Madhya Pradesh,Satna,Mehar
Madhya Pradesh,Satna,Ramnagar
Madhya Pradesh,Satna,Satna(F&V)
Madhya Pradesh,Sehore,Ashta
Madhya Pradesh,Sehore,Jawar
Madhya Pradesh,Sehore,Sehore
Madhya Pradesh,Sehore,Baktara
Madhya Pradesh,Sehore,Nasrullaganj
Madhya Pradesh,Sehore,Shyampur
Madhya Pradesh,Sehore,Ichhawar
Madhya Pradesh,Sehore,Rehati
Madhya Pradesh,Seoni,Barghat
Madhya Pradesh,Seoni,Keolari
Madhya Pradesh,Seoni,Palari
Madhya Pradesh,Seoni,Chhpara
Madhya Pradesh,Seoni,Lakhnadon
Madhya Pradesh,Seoni,Seoni
Madhya Pradesh,Seoni,Ghansour
Madhya Pradesh,Seoni,Lakhnadon(F&V)
Madhya Pradesh,Shajapur,Agar
Madhya Pradesh,Shajapur,Maksi
Madhya Pradesh,Shajapur,Shajapur(F&V)
Madhya Pradesh,Shajapur,Akodia
Madhya Pradesh,Shajapur,Momanbadodiya
Madhya Pradesh,Shajapur,Shujalpur
Madhya Pradesh,Shajapur,Badod
Madhya Pradesh,Shajapur,Nalkehda
Madhya Pradesh,Shajapur,Soyatkalan
Madhya Pradesh,Shajapur,Berachha
Madhya Pradesh,Shajapur,Shajapur
Madhya Pradesh,Shajapur,Susner
Madhya Pradesh,Shajapur,Kalapipal
Madhya Pradesh,Shehdol,Beohari
Madhya Pradesh,Shehdol,Budhar
Madhya Pradesh,Shehdol,Shahdol
Madhya Pradesh,Sheopur,Sheopurbadod
Madhya Pradesh,Sheopur,Syopurkalan(F&V)
Madhya Pradesh,Sheopur,Vijaypur
Madhya Pradesh,Sheopur,Sheopurkalan
Madhya Pradesh,Shivpuri,Badarwas
Madhya Pradesh,Shivpuri,Khatora
Madhya Pradesh,Shivpuri,Pohari
Madhya Pradesh,Shivpuri,Barad
Madhya Pradesh,Shivpuri,Kolaras
Madhya Pradesh,Shivpuri,Rannod
Madhya Pradesh,Shivpuri,Karera
Madhya Pradesh,Shivpuri,Magroni
Madhya Pradesh,Shivpuri,Shivpuri
Madhya Pradesh,Shivpuri,Khaniadhana
Madhya Pradesh,Shivpuri,Pichhour
Madhya Pradesh,Shivpuri,Shivpuri(F&V)
Madhya Pradesh,Sidhi,Sidhi
Madhya Pradesh,Singroli,Singroli
Madhya Pradesh,Tikamgarh,Jatara
Madhya Pradesh,Tikamgarh,Niwadi(F&V)
Madhya Pradesh,Tikamgarh,Prithvipur
Madhya Pradesh,Tikamgarh,Khargapur
Madhya Pradesh,Tikamgarh,Palera
Madhya Pradesh,Tikamgarh,Tikamgarh
Madhya Pradesh,Tikamgarh,Niwadi
Madhya Pradesh,Ujjain,Badnagar
Madhya Pradesh,Ujjain,Nagda
Madhya Pradesh,Ujjain,Ujjain(F&V)
Madhya Pradesh,Ujjain,Khachrod
Madhya Pradesh,Ujjain,Tarana
Madhya Pradesh,Ujjain,Unhel
Madhya Pradesh,Ujjain,Mahidpur
Madhya Pradesh,Ujjain,Ujjain
Madhya Pradesh,Umariya,Umariya
Madhya Pradesh,Vidisha,Ganjbasoda
Madhya Pradesh,Vidisha,Lateri
Madhya Pradesh,Vidisha,Sironj
Madhya Pradesh,Vidisha,Gulabganj
Madhya Pradesh,Vidisha,Shamshabad
Madhya Pradesh,Vidisha,Vidisha
Madhya Pradesh,Vidisha,Kurwai
Maharashtra,Ahmednagar,Ahmednagar
Maharashtra,Ahmednagar,Newasa(Ghodegaon)
Maharashtra,Ahmednagar,Sangamner
Maharashtra,Ahmednagar,Akole
Maharashtra,Ahmednagar,Parner
Maharashtra,Ahmednagar,Shevgaon
Maharashtra,Ahmednagar,Jamkhed
Maharashtra,Ahmednagar,Pathardi
Maharashtra,Ahmednagar,Shevgaon(Bodhegaon)
Maharashtra,Ahmednagar,Karjat
Maharashtra,Ahmednagar,Rahata
Maharashtra,Ahmednagar,Shrigonda
Maharashtra,Ahmednagar,Karjat(Rashin)
Maharashtra,Ahmednagar,Rahuri
Maharashtra,Ahmednagar,Shrigonda(Gogargaon)
Maharashtra,Ahmednagar,Kopargaon
Maharashtra,Ahmednagar,Rahuri(Songaon)
Maharashtra,Ahmednagar,Shrirampur
Maharashtra,Ahmednagar,Newasa
Maharashtra,Ahmednagar,Rahuri(Vambori)
Maharashtra,Ahmednagar,Shrirampur(Belapur)
Maharashtra,Akola,Akola
Maharashtra,Akola,Barshi Takli
Maharashtra,Akola,Patur
Maharashtra,Akola,Akot
Maharashtra,Akola,Murtizapur
Maharashtra,Akola,Telhara
Maharashtra,Akola,Balapur
Maharashtra,Amarawati,Achalpur
Maharashtra,Amarawati,Chandur Railway
Maharashtra,Amarawati,Nanggaon
Maharashtra,Amarawati,Amarawati
Maharashtra,Amarawati,Daryapur
Maharashtra,Amarawati,Tiwasa
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market)
Maharashtra,Amarawati,Dhamngaon-Railway
Maharashtra,Amarawati,Varud
Maharashtra,Amarawati,Anajngaon
Maharashtra,Amarawati,Dharni
Maharashtra,Amarawati,Varud(Rajura Bazar)
Maharashtra,Amarawati,Chandur Bazar
Maharashtra,Amarawati,Morshi
Maharashtra,Aurangabad,Aurangabad
Maharashtra,Aurangabad,Khultabad
Maharashtra,Aurangabad,Sillod(Bharadi)
Maharashtra,Aurangabad,Fulmbri
Maharashtra,Aurangabad,Lasur Station
Maharashtra,Aurangabad,Soygaon
Maharashtra,Aurangabad,Gangapur
Maharashtra,Aurangabad,Paithan
Maharashtra,Aurangabad,Vaijpur
Maharashtra,Aurangabad,Kannad
Maharashtra,Aurangabad,Sillod
Maharashtra,Beed,Ambejaogai
Maharashtra,Beed,Kada(Ashti)
Maharashtra,Beed,Parali Vaijyanath
Maharashtra,Beed,Beed
Maharashtra,Beed,Kaij
Maharashtra,Beed,Patoda
Maharashtra,Beed,Gevrai
Maharashtra,Beed,Kille Dharur
Maharashtra,Beed,Vadvani
Maharashtra,Beed,Kada
Maharashtra,Beed,Majalgaon
Maharashtra,Bhandara,Bhandara
Maharashtra,Bhandara,Lakhani
Maharashtra,Bhandara,Tumsar
Maharashtra,Bhandara,Lakhandur
Maharashtra,Bhandara,Pavani
Maharashtra,Buldhana,Buldhana
Maharashtra,Buldhana,Khamgaon
Maharashtra,Buldhana,Nandura
Maharashtra,Buldhana,Buldhana(Dhad)
Maharashtra,Buldhana,Lonar
Maharashtra,Buldhana,Sangrampur
Maharashtra,Buldhana,Chikali
Maharashtra,Buldhana,Malkapur
Maharashtra,Buldhana,Sangrampur(Varvatbakal)
Maharashtra,Buldhana,Deoulgaon Raja
Maharashtra,Buldhana,Mehekar
Maharashtra,Buldhana,Shegaon
Maharashtra,Buldhana,Jalgaon Jamod(Aasalgaon)
Maharashtra,Buldhana,Motala
Maharashtra,Buldhana,Sindkhed Raja
Maharashtra,Buldhana,Jalgaon(Jamod)
Maharashtra,Chandrapur,Bhadrawati
Maharashtra,Chandrapur,Gondpimpri
Maharashtra,Chandrapur,Rajura
Maharashtra,Chandrapur,Brahmpuri
Maharashtra,Chandrapur,Korpana
Maharashtra,Chandrapur,Savali
Maharashtra,Chandrapur,Chandrapur
Maharashtra,Chandrapur,Mul
Maharashtra,Chandrapur,Sindevahi
Maharashtra,Chandrapur,Chandrapur(Ganjwad)
Maharashtra,Chandrapur,Nagbhid
Maharashtra,Chandrapur,Varora
Maharashtra,Chandrapur,Chimur
Maharashtra,Chandrapur,Pombhurni
Maharashtra,Dhule,Dhule
Maharashtra,Dhule,Dondaicha(Sindhkheda)
Maharashtra,Dhule,Shirpur
Maharashtra,Dhule,Dondaicha
Maharashtra,Dhule,Sakri
Maharashtra,Gadchiroli,Aheri
Maharashtra,Gadchiroli,Armori(Desaiganj)
Maharashtra,Gadchiroli,Gandchiroli
Maharashtra,Gadchiroli,Armori
Maharashtra,Gadchiroli,Chamorshi
Maharashtra,Gadchiroli,Sironcha
Maharashtra,Gondiya,Amgaon
Maharashtra,Gondiya,Gondiya
Maharashtra,Gondiya,Sadak Arjuni
Maharashtra,Gondiya,Arjuni
Maharashtra,Gondiya,Goregaon
Maharashtra,Gondiya,Tiroda
Maharashtra,Gondiya,Devri
Maharashtra,Hingoli,Akhadabalapur
Maharashtra,Hingoli,Hingoli
Maharashtra,Hingoli,Kalamnuri
Maharashtra,Hingoli,Basmat
Maharashtra,Hingoli,Hingoli(Kanegoan Naka)
Maharashtra,Hingoli,Sengoan
Maharashtra,Hingoli,Basmat(Kurunda)
Maharashtra,Hingoli,Jawala-Bajar
Maharashtra,Jalana,Ambad (Vadigodri)
Maharashtra,Jalana,Ghansawangi
Maharashtra,Jalana,Mantha
Maharashtra,Jalana,Ashti(Jalna)
Maharashtra,Jalana,Jafrabad
Maharashtra,Jalana,Partur
Maharashtra,Jalana,Bhokardan
Maharashtra,Jalana,Jalana
Maharashtra,Jalana,Partur(Vatur)
Maharashtra,Jalana,Bhokardan(Pimpalgaon Renu)
Maharashtra,Jalana,Jalna(Badnapur)
Maharashtra,Jalgaon,Amalner
Maharashtra,Jalgaon,Jalgaon
Maharashtra,Jalgaon,Pachora(Bhadgaon)
Maharashtra,Jalgaon,Bhusaval
Maharashtra,Jalgaon,Jalgaon(Masawat)
Maharashtra,Jalgaon,Parola
Maharashtra,Jalgaon,Bodwad
Maharashtra,Jalgaon,Jamner
Maharashtra,Jalgaon,Raver
Maharashtra,Jalgaon,Chalisgaon
Maharashtra,Jalgaon,Jamner(Neri)
Maharashtra,Jalgaon,Raver(Sauda)
Maharashtra,Jalgaon,Chopada
Maharashtra,Jalgaon,Pachora
Maharashtra,Jalgaon,Yawal
Maharashtra,Jalgaon,Dharangaon
Maharashtra,Kolhapur,Gadhinglaj
Maharashtra,Kolhapur,Kolhapur
Maharashtra,Kolhapur,Kolhapur(Malkapur)
Maharashtra,Kolhapur,Jaysingpur
Maharashtra,Kolhapur,Kolhapur(Laxmipuri)
Maharashtra,Kolhapur,Vadgaonpeth
Maharashtra,Latur,Ahmedpur
Maharashtra,Latur,Jalkot
Maharashtra,Latur,Renapur
Maharashtra,Latur,Aurad Shahajani
Maharashtra,Latur,Latur
Maharashtra,Latur,Shirur Anantpal
Maharashtra,Latur,Ausa
Maharashtra,Latur,Latur(Murud)
Maharashtra,Latur,Udgir
Maharashtra,Latur,Chakur
Maharashtra,Latur,Nilanga
Maharashtra,Latur,Udgir(Devanibud)
Maharashtra,Latur,Devani
Maharashtra,Mumbai,Fruit Market
Maharashtra,Mumbai,Thane Market
Maharashtra,Mumbai,Vashi New Mumbai
Maharashtra,Mumbai,Mumbai
Maharashtra,Nagpur,Bhiwapur
Maharashtra,Nagpur,Mandhal
Maharashtra,Nagpur,Parshiwani
Maharashtra,Nagpur,Hingna
Maharashtra,Nagpur,Mauda
Maharashtra,Nagpur,Ramtek
Maharashtra,Nagpur,Kalmeshwar
Maharashtra,Nagpur,Nagpur
Maharashtra,Nagpur,Savner
Maharashtra,Nagpur,Kamthi
Maharashtra,Nagpur,Nagpur(Hingna)
Maharashtra,Nagpur,Umared
Maharashtra,Nagpur,Katol
Maharashtra,Nagpur,Narkhed
Maharashtra,Nanded,Bhokar
Maharashtra,Nanded,Himalyatnagar
Maharashtra,Nanded,Mudkhed
Maharashtra,Nanded,Biloli
Maharashtra,Nanded,Kandhar
Maharashtra,Nanded,Mukhed
Maharashtra,Nanded,Deglur
Maharashtra,Nanded,Kinwat
Maharashtra,Nanded,Mukhed(Mukkambad)
Maharashtra,Nanded,Dharmabad
Maharashtra,Nanded,Kundalwadi
Maharashtra,Nanded,Naigaon
Maharashtra,Nanded,Hadgaon
Maharashtra,Nanded,Kuntur
Maharashtra,Nanded,Nanded
Maharashtra,Nanded,Hadgaon(Tamsa)
Maharashtra,Nanded,Loha
Maharashtra,Nanded,Umari
Maharashtra,Nanded,Hanegaon
Maharashtra,Nanded,Mahur
Maharashtra,Nandurbar,Akkalkuwa
Maharashtra,Nandurbar,Nandurbar
Maharashtra,Nandurbar,Shahada
Maharashtra,Nandurbar,Dhadgaon
Maharashtra,Nandurbar,Navapur
Maharashtra,Nandurbar,Taloda
Maharashtra,Nashik,Chandvad
Maharashtra,Nashik,Lasalgaon(Vinchur)
Maharashtra,Nashik,Pimpalgaon
Maharashtra,Nashik,Devala
Maharashtra,Nashik,Malegaon
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda)
Maharashtra,Nashik,Dindori
Maharashtra,Nashik,Malegaon(Umarane)
Maharashtra,Nashik,Satana
Maharashtra,Nashik,Dindori(Vani)
Maharashtra,Nashik,Manmad
Maharashtra,Nashik,Sinner
Maharashtra,Nashik,Ghoti
Maharashtra,Nashik,Nampur
Maharashtra,Nashik,Suragana
Maharashtra,Nashik,Kalvan
Maharashtra,Nashik,Nandgaon
Maharashtra,Nashik,Umrane
Maharashtra,Nashik,Lasalgaon
Maharashtra,Nashik,Nashik(Devlali)
Maharashtra,Nashik,Yeola
Maharashtra,Nashik,Lasalgaon(Niphad)
Maharashtra,Nashik,Nasik
Maharashtra,Osmanabad,Bhoom
Maharashtra,Osmanabad,Murim
Maharashtra,Osmanabad,Tuljapur
Maharashtra,Osmanabad,Kalamb(Osmanabad)
Maharashtra,Osmanabad,Osmanabad
Maharashtra,Osmanabad,Umarga
Maharashtra,Osmanabad,Lohara
Maharashtra,Osmanabad,Paranda
Maharashtra,Parbhani,Bori
Maharashtra,Parbhani,Manwat
Maharashtra,Parbhani,Purna
Maharashtra,Parbhani,Gangakhed
Maharashtra,Parbhani,Palam
Maharashtra,Parbhani,Selu
Maharashtra,Parbhani,Jintur
Maharashtra,Parbhani,Parbhani
Maharashtra,Parbhani,Sonpeth
Maharashtra,Parbhani,Jintur(Bori)
Maharashtra,Parbhani,Pathari
Maharashtra,Parbhani,Tadkalas
Maharashtra,Pune,Baramati
Maharashtra,Pune,Junnar(Narayangaon)
Maharashtra,Pune,Pune
Maharashtra,Pune,Bhor
Maharashtra,Pune,Junnar(Otur)
Maharashtra,Pune,Pune(Hadapsar)
Maharashtra,Pune,Dound
Maharashtra,Pune,Khed
Maharashtra,Pune,Pune(Khadiki)
Maharashtra,Pune,Indapur
Maharashtra,Pune,Khed(Chakan)
Maharashtra,Pune,Pune(Manjri)
Maharashtra,Pune,Indapur(Bhigwan)
Maharashtra,Pune,Khed(Shel Pimpalgaon)
Maharashtra,Pune,Pune(Moshi)
Maharashtra,Pune,Indapur(Nimgaon Ketki)
Maharashtra,Pune,Maanachar
Maharashtra,Pune,Pune(Pimpri)
Maharashtra,Pune,Junnar
Maharashtra,Pune,Nira
Maharashtra,Pune,Shirur
Maharashtra,Pune,Junnar(Alephata)
Maharashtra,Pune,Nira(Saswad)
Maharashtra,Pune,Talegaon Dabhade
Maharashtra,Pune,Junnar(Bhlhe)
Maharashtra,Raigad,Alibagh
Maharashtra,Raigad,Mahad
Maharashtra,Raigad,Panvel
Maharashtra,Raigad,Karjat(Raigad)
Maharashtra,Raigad,Mangaon
Maharashtra,Raigad,Pen
Maharashtra,Raigad,Khalanpur
Maharashtra,Raigad,Murud
Maharashtra,Raigad,Roha
Maharashtra,Ratnagiri,Ratnagiri (Nachane)
Maharashtra,Sangli,Aatpadi
Maharashtra,Sangli,Sangli
Maharashtra,Sangli,Tasgaon
Maharashtra,Sangli,Islampur
Maharashtra,Sangli,Sangli(Miraj)
Maharashtra,Sangli,Vita
Maharashtra,Sangli,Palus
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)"
Maharashtra,Satara,Dahivadi
Maharashtra,Satara,Lonand
Maharashtra,Satara,Satara
Maharashtra,Satara,Jawali
Maharashtra,Satara,Palthan
Maharashtra,Satara,Vaduj
Maharashtra,Satara,Karad
Maharashtra,Satara,Patan
Maharashtra,Satara,Vai
Maharashtra,Satara,Koregaon
